gender,mean_offset,offset_error,offset_p,mean_granger_lag,granger_error,granger_p
female,1.6807909604519775,0.22700311824262445,0.0,1.0045610034207526,0.20694702086752836,0.0
male,1.506276150627615,0.23562189778347858,0.0,0.7870159453302962,0.21270948577210827,0.00015
